probe_id,off_target_genes
ENSMUSG00000074437|Defa29|403738c,ENSMUSG00000058618|AY761184;ENSMUSG00000079113|Gm7861;ENSMUSG00000079114|Gm7849;ENSMUSG00000061958|Gm14851
ENSMUSG00000074440|Defa3|5c4e5ee,ENSMUSG00000060208|Defa17
ENSMUSG00000074441|Gm15292|7042727,ENSMUSG00000060070|Defa26
ENSMUSG00000074443|Defa22|ffeadbc,ENSMUSG00000074447|Defa21
ENSMUSG00000074444|Defa30|7c599e7,ENSMUSG00000064213|Defa24
ENSMUSG00000074445|Sprr2a3|822caf1,ENSMUSG00000068893|Sprr2a2;ENSMUSG00000078664|Sprr2a1
ENSMUSG00000074449|Gm15319|7bf6863,ENSMUSG00000107280|Gm9495;ENSMUSG00000095294|Gm21119;ENSMUSG00000110591|Gm31371;ENSMUSG00000096265|4930467E23Rik;ENSMUSG00000106824|Gm7697
ENSMUSG00000074486|Bglap2|30cddd4,ENSMUSG00000074483|Bglap
ENSMUSG00000074489|Bglap3|fba6103,ENSMUSG00000074483|Bglap;ENSMUSG00000074486|Bglap2
ENSMUSG00000074639|Rdh16f2|43bc134,ENSMUSG00000069456|Rdh16
ENSMUSG00000074731|Zfp345|cf6a6f8,ENSMUSG00000079009|Gm14139;ENSMUSG00000079008|Gm14124;ENSMUSG00000068130|Zfp442;ENSMUSG00000060336|Zfp937
ENSMUSG00000074733|Zfp950|2399a6f,ENSMUSG00000074829|2010315B03Rik
ENSMUSG00000074780|Anapc15-ps|731e3ad,ENSMUSG00000106059|Gm9364;ENSMUSG00000030649|Anapc15
ENSMUSG00000074832|2410141K09Rik|00a77f5,ENSMUSG00000114426|Gm10769
ENSMUSG00000074832|2410141K09Rik|def5b44,ENSMUSG00000097562|Gm26639
ENSMUSG00000074863|Platr25|55cda50,ENSMUSG00000113836|Gm3325
ENSMUSG00000074865|Zfp934|1b2f762,ENSMUSG00000113623|Gm48691
ENSMUSG00000074865|Zfp934|57eff24,ENSMUSG00000113836|Gm3325;ENSMUSG00000113450|Gm49359;ENSMUSG00000074867|Zfp808;ENSMUSG00000074863|Platr25;ENSMUSG00000113295|Gm49357
ENSMUSG00000074867|Zfp808|98b7c87,ENSMUSG00000074865|Zfp934;ENSMUSG00000113836|Gm3325;ENSMUSG00000113626|Gm7240;ENSMUSG00000074863|Platr25;ENSMUSG00000072066|6720489N17Rik;ENSMUSG00000113450|Gm49359;ENSMUSG00000094942|Gm3604
ENSMUSG00000074994|Qser1|138dbbe,ENSMUSG00000118575|BX908741.1
ENSMUSG00000074995|Olfr201|3bd7cb3,ENSMUSG00000074996|Olfr199
ENSMUSG00000074997|Pin1rt1|44652d3,ENSMUSG00000032171|Pin1
ENSMUSG00000075000|Nrbf2|718bb17,ENSMUSG00000105194|Gm6755;ENSMUSG00000105061|Gm6740;ENSMUSG00000115785|Gm6740
ENSMUSG00000075062|Olfr1271|307b6a8,ENSMUSG00000075061|Olfr1272
ENSMUSG00000075063|Olfr142|f32399f,ENSMUSG00000080809|Olfr1273-ps;ENSMUSG00000075062|Olfr1271;ENSMUSG00000075061|Olfr1272;ENSMUSG00000075065|Olfr1270
ENSMUSG00000075075|Olfr1253|990bb41,ENSMUSG00000111456|Olfr1245
ENSMUSG00000075078|Olfr1250|7b2de88,ENSMUSG00000111239|Olfr1248;ENSMUSG00000110819|Olfr1252
ENSMUSG00000075079|Olfr1249|3484751,ENSMUSG00000075075|Olfr1253;ENSMUSG00000111567|Olfr1251
ENSMUSG00000075120|Olfr1196|a081e2f,ENSMUSG00000075119|Olfr1197
ENSMUSG00000075176|Olfr1085|2b41ca4,ENSMUSG00000068824|Olfr1083-ps;ENSMUSG00000080986|Olfr1081-ps1
ENSMUSG00000075185|Olfr1061|036d7d5,ENSMUSG00000060742|Olfr1076;ENSMUSG00000111772|Olfr228;ENSMUSG00000082547|Olfr1073-ps1
ENSMUSG00000075187|Olfr1057|c2059d1,ENSMUSG00000090059|Olfr1062
ENSMUSG00000075192|Olfr1053|61066d4,ENSMUSG00000050603|Olfr1008
ENSMUSG00000075193|Olfr1051|7b36f1a,ENSMUSG00000075194|Olfr1049
ENSMUSG00000075296|Aldh3b2|92e1184,ENSMUSG00000037263|Aldh3b3
ENSMUSG00000075567|Krtap1-4|b7cd59c,ENSMUSG00000078131|Krtap1-3;ENSMUSG00000047253|Krtap1-5
ENSMUSG00000075706|Gpx4|b34c8c9,ENSMUSG00000110841|Gpx4-ps2
ENSMUSG00000076752|Tcrg-C2|fbb420c,ENSMUSG00000091682|Tcrg-C3;ENSMUSG00000076749|Tcrg-C1
ENSMUSG00000078157|4931440F15Rik|bb35c72,ENSMUSG00000043683|Fem1a
ENSMUSG00000078173|Lenep|5d823b5,ENSMUSG00000042642|Flad1
ENSMUSG00000078206|Fthl17d|0748af7,ENSMUSG00000071815|Fthl17e
ENSMUSG00000078208|Fthl17b|19152bc,ENSMUSG00000060685|Fthl17c;ENSMUSG00000072249|Fthl17f;ENSMUSG00000071815|Fthl17e;ENSMUSG00000078206|Fthl17d
ENSMUSG00000078259|Gm11554|0742766,ENSMUSG00000048294|Krtap4-13;ENSMUSG00000078260|Gm11569
ENSMUSG00000078453|Abracl|1846e88,ENSMUSG00000109875|Gm45456
ENSMUSG00000078498|Zfp988|1c372cc,ENSMUSG00000062518|Zfp534;ENSMUSG00000066009|Zfp987;ENSMUSG00000095661|Gm8935
ENSMUSG00000078537|B020031M17Rik|dc6e936,ENSMUSG00000115393|Gm49052;ENSMUSG00000104941|Gm8953
ENSMUSG00000078575|Gm12887|b91416a,ENSMUSG00000073764|Gm12888
ENSMUSG00000078588|Ccdc24|a1698a8,ENSMUSG00000028541|B4galt2
ENSMUSG00000078606|Gm4070|d337e28,ENSMUSG00000045868|Gvin1;ENSMUSG00000086513|9130208D14Rik;ENSMUSG00000063286|Gm8995;ENSMUSG00000095649|Gm8979;ENSMUSG00000073902|Gm1966
ENSMUSG00000078656|Vps25|6509de4,ENSMUSG00000001240|Ramp2
ENSMUSG00000078664|Sprr2a1|70c1a29,ENSMUSG00000074445|Sprr2a3;ENSMUSG00000068893|Sprr2a2
ENSMUSG00000078675|Mup16|4accae4,ENSMUSG00000082363|Mup-ps18;ENSMUSG00000081053|Mup-ps17;ENSMUSG00000078673|Mup19;ENSMUSG00000078674|Mup18;ENSMUSG00000096688|Mup17;ENSMUSG00000073830|Mup14;ENSMUSG00000089873|Mup13;ENSMUSG00000110439|Mup22;ENSMUSG00000094793|Mup12;ENSMUSG00000073834|Mup11;ENSMUSG00000078680|Mup10;ENSMUSG00000078683|Mup1;ENSMUSG00000078686|Mup9;ENSMUSG00000078687|Mup8;ENSMUSG00000073842|Mup7;ENSMUSG00000096674|Mup15;ENSMUSG00000078688|Mup2;ENSMUSG00000078689|Mup6;ENSMUSG00000083524|Mup-ps21;ENSMUSG00000081207|Gm13775
ENSMUSG00000078686|Mup9|86944b8,ENSMUSG00000078673|Mup19;ENSMUSG00000078674|Mup18;ENSMUSG00000096688|Mup17;ENSMUSG00000078675|Mup16;ENSMUSG00000096674|Mup15;ENSMUSG00000073830|Mup14;ENSMUSG00000089873|Mup13;ENSMUSG00000110439|Mup22;ENSMUSG00000094793|Mup12;ENSMUSG00000073834|Mup11;ENSMUSG00000078680|Mup10;ENSMUSG00000078683|Mup1;ENSMUSG00000078687|Mup8;ENSMUSG00000078688|Mup2;ENSMUSG00000073842|Mup7
ENSMUSG00000078722|Gm12394|88a1995,ENSMUSG00000096237|CT868723.1;ENSMUSG00000093909|Gm3883;ENSMUSG00000096256|Gm21093;ENSMUSG00000095552|4933409K07Rik;ENSMUSG00000095258|Gm10593;ENSMUSG00000095779|Gm2163;ENSMUSG00000118425|AL844494.1;ENSMUSG00000094293|Gm3893;ENSMUSG00000095348|Gm3892;ENSMUSG00000082414|Gm13303;ENSMUSG00000084010|Gm13302;ENSMUSG00000096646|CR974586.5;ENSMUSG00000095755|CR974586.3;ENSMUSG00000079764|AC087559.1;ENSMUSG00000094576|AC087559.3;ENSMUSG00000118458|AL844494.3;ENSMUSG00000090338|Gm17081;ENSMUSG00000073879|Gm5859;ENSMUSG00000096862|Gm13301;ENSMUSG00000083929|Gm10600;ENSMUSG00000091542|Gm17167
ENSMUSG00000078753|Scgb1b24|f86caec,ENSMUSG00000095487|Scgb1b21;ENSMUSG00000095232|Scgb1b19;ENSMUSG00000101401|Scgb1b18;ENSMUSG00000101520|Scgb1b12;ENSMUSG00000101638|Scgb1b11;ENSMUSG00000095257|Scgb1b3;ENSMUSG00000100358|Scgb1b4-ps;ENSMUSG00000066583|Scgb1b27;ENSMUSG00000078752|Scgb1b30
ENSMUSG00000078759|Scgb1b7|0206042,ENSMUSG00000078757|Scgb1b29
ENSMUSG00000078784|Rbis|7cc5564,ENSMUSG00000092072|Gm4540
ENSMUSG00000078798|Sult2a1|a1bf4cd,ENSMUSG00000070811|Sult2a2;ENSMUSG00000082586|Sult2a-ps1
ENSMUSG00000078812|Eif5a|1ab6fae,ENSMUSG00000043618|Eif5al3-ps;ENSMUSG00000080747|Gm14016
ENSMUSG00000078861|Zfp931|3afc888,ENSMUSG00000078870|Gm14410;ENSMUSG00000078875|Gm14419;ENSMUSG00000078877|Gm14295;ENSMUSG00000078880|Gm14308;ENSMUSG00000078881|Gm14434;ENSMUSG00000078886|Gm2026;ENSMUSG00000078887|Gm6710;ENSMUSG00000078897|Gm4724;ENSMUSG00000078903|Gm14391;ENSMUSG00000078878|Gm14305
ENSMUSG00000078861|Zfp931|5ac5ede,ENSMUSG00000078862|Gm14326;ENSMUSG00000095362|Gm14325;ENSMUSG00000078869|Gm14409;ENSMUSG00000074527|Gm14296;ENSMUSG00000078894|2210418O10Rik;ENSMUSG00000090093|Gm14399;ENSMUSG00000078905|Gm14393;ENSMUSG00000078865|Gm14406;ENSMUSG00000078868|Gm14412;ENSMUSG00000078870|Gm14410;ENSMUSG00000078906|Gm14444;ENSMUSG00000078875|Gm14419;ENSMUSG00000078877|Gm14295;ENSMUSG00000095648|Gm2004;ENSMUSG00000078887|Gm6710;ENSMUSG00000078903|Gm14391
ENSMUSG00000078862|Gm14326|6b1f747,ENSMUSG00000078867|Gm14418;ENSMUSG00000090093|Gm14399;ENSMUSG00000074519|Zfp971;ENSMUSG00000074521|Gm14327;ENSMUSG00000074527|Gm14296;ENSMUSG00000078906|Gm14444;ENSMUSG00000089951|Gm14435;ENSMUSG00000078889|Gm14288;ENSMUSG00000078901|Gm14440
ENSMUSG00000078862|Gm14326|72fd31d,ENSMUSG00000074519|Zfp971;ENSMUSG00000095362|Gm14325;ENSMUSG00000078864|Gm14322;ENSMUSG00000078867|Gm14418;ENSMUSG00000078877|Gm14295;ENSMUSG00000090093|Gm14399;ENSMUSG00000078865|Gm14406;ENSMUSG00000078906|Gm14444;ENSMUSG00000078869|Gm14409;ENSMUSG00000078866|Zfp970;ENSMUSG00000078868|Gm14412;ENSMUSG00000078870|Gm14410;ENSMUSG00000082724|Gm14416;ENSMUSG00000082765|Gm14411;ENSMUSG00000078872|Gm14401;ENSMUSG00000083111|Gm14421;ENSMUSG00000078875|Gm14419;ENSMUSG00000074527|Gm14296;ENSMUSG00000083170|Gm14405;ENSMUSG00000078878|Gm14305;ENSMUSG00000078879|Zfp973;ENSMUSG00000078880|Gm14308;ENSMUSG00000095199|Zfp967;ENSMUSG00000078881|Gm14434;ENSMUSG00000084858|Gm1980;ENSMUSG00000078894|2210418O10Rik;ENSMUSG00000095648|Gm2004;ENSMUSG00000078886|Gm2026;ENSMUSG00000089756|Zfp966;ENSMUSG00000078887|Gm6710;ENSMUSG00000078889|Gm14288;ENSMUSG00000094932|Gm2007;ENSMUSG00000095545|Zfp969;ENSMUSG00000094475|Gm11007;ENSMUSG00000078897|Gm4724;ENSMUSG00000078898|Zfp968;ENSMUSG00000078899|Gm4631;ENSMUSG00000078901|Gm14440;ENSMUSG00000078903|Gm14391;ENSMUSG00000078902|Gm14443;ENSMUSG00000078905|Gm14393;ENSMUSG00000083817|Gm14400;ENSMUSG00000082377|Gm14415;ENSMUSG00000078896|Zfp965;ENSMUSG00000082112|Gm14445;ENSMUSG00000078861|Zfp931;ENSMUSG00000083702|Gm14428;ENSMUSG00000081574|Gm14429;ENSMUSG00000080709|Gm14324;ENSMUSG00000094786|Gm14403;ENSMUSG00000082343|Gm14404;ENSMUSG00000081326|Gm14417;ENSMUSG00000086367|Gm6182;ENSMUSG00000082376|Gm14442;ENSMUSG00000060336|Zfp937
ENSMUSG00000078864|Gm14322|810b8b8,ENSMUSG00000078867|Gm14418;ENSMUSG00000082724|Gm14416;ENSMUSG00000083170|Gm14405;ENSMUSG00000084858|Gm1980
ENSMUSG00000078866|Zfp970|17d3b83,ENSMUSG00000095199|Zfp967;ENSMUSG00000089951|Gm14435;ENSMUSG00000039396|Neil3;ENSMUSG00000050377|Il31ra;ENSMUSG00000104211|Gm37985;ENSMUSG00000103080|Gm38123;ENSMUSG00000034329|Brip1;ENSMUSG00000112601|Gm47590;ENSMUSG00000051339|2900026A02Rik;ENSMUSG00000105950|Gm43679
ENSMUSG00000078866|Zfp970|42a784b,ENSMUSG00000078879|Zfp973;ENSMUSG00000095199|Zfp967;ENSMUSG00000089756|Zfp966;ENSMUSG00000095545|Zfp969;ENSMUSG00000078896|Zfp965;ENSMUSG00000078898|Zfp968
ENSMUSG00000078867|Gm14418|b63f99f,ENSMUSG00000078864|Gm14322
ENSMUSG00000078921|Tgtp2|939695f,ENSMUSG00000078922|Tgtp1
ENSMUSG00000078922|Tgtp1|be35826,ENSMUSG00000078921|Tgtp2;ENSMUSG00000048852|Gm12185;ENSMUSG00000069892|9930111J21Rik2;ENSMUSG00000069893|9930111J21Rik1;ENSMUSG00000058163|Gm5431
ENSMUSG00000078934|Pate13|0b8f108,ENSMUSG00000066767|Gm3867
ENSMUSG00000078942|Naip6|0916e72,ENSMUSG00000071203|Naip5;ENSMUSG00000021640|Naip1
ENSMUSG00000078974|Sec61g|7b57b00,ENSMUSG00000090136|Gm10177;ENSMUSG00000084060|Gm16412
ENSMUSG00000078994|Zfp429|07ea0e3,ENSMUSG00000078995|Zfp456;ENSMUSG00000051037|Zfp455;ENSMUSG00000058900|Rsl1
ENSMUSG00000079005|Gm14147|fc008e2,ENSMUSG00000079006|Gm14151
ENSMUSG00000079009|Gm14139|b70b73f,ENSMUSG00000079008|Gm14124;ENSMUSG00000074731|Zfp345
ENSMUSG00000079014|Serpina3i|ba34cd0,ENSMUSG00000041449|Serpina3h;ENSMUSG00000066363|Serpina3f
ENSMUSG00000079018|Ly6c1|162d24a,ENSMUSG00000022584|Ly6c2
ENSMUSG00000079029|Gm5662|b7609f0,ENSMUSG00000072905|Gm2016
ENSMUSG00000079031|BB287469|a838203,ENSMUSG00000092019|Gm4027;ENSMUSG00000093847|Gm5039
ENSMUSG00000079091|Gm3404|23e8ddb,ENSMUSG00000095557|Gm3415;ENSMUSG00000096664|Gm3409;ENSMUSG00000041505|Gm3402;ENSMUSG00000096527|Gm6370
ENSMUSG00000079092|Prl2c2|6306a78,ENSMUSG00000055360|Prl2c5;ENSMUSG00000056457|Prl2c3
ENSMUSG00000079108|Srp54c|3ab6091,ENSMUSG00000112449|Srp54b;ENSMUSG00000073079|Srp54a
ENSMUSG00000079162|Trim43b|6c3afb8,ENSMUSG00000090693|Trim43a;ENSMUSG00000067399|Trim43c
ENSMUSG00000079283|2310009B15Rik|60c89cc,ENSMUSG00000102757|Gm2756
ENSMUSG00000079330|Lemd1|281449d,ENSMUSG00000118219|Gm29695
ENSMUSG00000079364|Gm3558|2e72080,ENSMUSG00000090363|Gm3512;ENSMUSG00000090691|Gm3667;ENSMUSG00000091275|Gm3248;ENSMUSG00000090707|Gm8237;ENSMUSG00000079391|Gm2974;ENSMUSG00000079402|Gm3020;ENSMUSG00000096488|Gm10409;ENSMUSG00000079410|Gm2897
ENSMUSG00000079387|Luzp4|8609730,ENSMUSG00000094378|Gm15097;ENSMUSG00000095621|Gm15085;ENSMUSG00000094941|Gm15093;ENSMUSG00000094885|Ott;ENSMUSG00000079395|Gm15114;ENSMUSG00000072929|Gm15109;ENSMUSG00000072930|Gm15107;ENSMUSG00000072931|Gm15080;ENSMUSG00000095872|Gm15128
ENSMUSG00000079388|2610042L04Rik|f13f2e7,ENSMUSG00000095024|Gm5458;ENSMUSG00000093979|Gm2237;ENSMUSG00000063277|Gm10128;ENSMUSG00000079364|Gm3558;ENSMUSG00000091617|Gm3752;ENSMUSG00000091472|Gm3739;ENSMUSG00000092167|Gm3696;ENSMUSG00000093985|Gm10406;ENSMUSG00000090691|Gm3667;ENSMUSG00000093898|Gm3629;ENSMUSG00000096904|Gm3591;ENSMUSG00000079396|Gm3411;ENSMUSG00000094634|Gm3468;ENSMUSG00000091568|Gm8206;ENSMUSG00000091275|Gm3248;ENSMUSG00000096629|Gm3383;ENSMUSG00000094370|Gm3373;ENSMUSG00000095295|Gm3488;ENSMUSG00000094825|Gm3194;ENSMUSG00000096003|Gm3500;ENSMUSG00000095912|Gm3317;ENSMUSG00000095681|Gm8281;ENSMUSG00000079383|Gm3298;ENSMUSG00000094628|Gm3252;ENSMUSG00000090872|Gm3239;ENSMUSG00000079386|Gm3173;ENSMUSG00000091418|Gm3164;ENSMUSG00000079391|Gm2974;ENSMUSG00000091563|Gm8108;ENSMUSG00000096775|Gm5796;ENSMUSG00000091756|Gm3095;ENSMUSG00000096793|Gm3002;ENSMUSG00000079402|Gm3020;ENSMUSG00000095368|Gm3012;ENSMUSG00000095195|Gm3005;ENSMUSG00000096488|Gm10409;ENSMUSG00000095533|Gm10413;ENSMUSG00000096574|Gm2956;ENSMUSG00000071613|Gm10340;ENSMUSG00000079410|Gm2897;ENSMUSG00000091754|Gm3636;ENSMUSG00000094706|Gm10338;ENSMUSG00000072726|Gm5797;ENSMUSG00000090363|Gm3512;ENSMUSG00000090404|Gm8362;ENSMUSG00000094811|Gm21103;ENSMUSG00000079371|Gm3476;ENSMUSG00000090707|Gm8237;ENSMUSG00000091595|Gm3344;ENSMUSG00000094578|Gm3187;ENSMUSG00000095797|Gm8246;ENSMUSG00000094929|Gm3526;ENSMUSG00000079378|Gm8279;ENSMUSG00000094132|Gm3264;ENSMUSG00000079389|Gm3149;ENSMUSG00000079409|Gm5795;ENSMUSG00000092036|Gm2244;ENSMUSG00000091227|Gm3755;ENSMUSG00000091814|Gm8050;ENSMUSG00000072738|Gm16440;ENSMUSG00000097853|Gm3532;ENSMUSG00000079380|Gm8271;ENSMUSG00000091185|Gm3278;ENSMUSG00000091894|Gm3030;ENSMUSG00000093887|Gm3033;ENSMUSG00000090364|Gm3043;ENSMUSG00000072739|Gm10408;ENSMUSG00000096039|D830030K20Rik;ENSMUSG00000091325|Gm3760;ENSMUSG00000091676|Gm8374;ENSMUSG00000096183|Gm3727;ENSMUSG00000094021|Gm3685;ENSMUSG00000096839|Gm3460;ENSMUSG00000091882|Gm6337;ENSMUSG00000090643|Gm3453;ENSMUSG00000090512|Gm3424;ENSMUSG00000090827|Gm8297;ENSMUSG00000091700|Gm7876;ENSMUSG00000094258|Gm8159;ENSMUSG00000090472|Gm3047;ENSMUSG00000091148|Gm3182;ENSMUSG00000091022|Gm3115;ENSMUSG00000096901|Gm3029;ENSMUSG00000090487|Gm2888
ENSMUSG00000079396|Gm3411|58ec56e,ENSMUSG00000079364|Gm3558;ENSMUSG00000090363|Gm3512;ENSMUSG00000079388|2610042L04Rik;ENSMUSG00000079402|Gm3020;ENSMUSG00000096488|Gm10409;ENSMUSG00000093979|Gm2237;ENSMUSG00000091275|Gm3248;ENSMUSG00000090707|Gm8237;ENSMUSG00000079391|Gm2974;ENSMUSG00000079410|Gm2897;ENSMUSG00000090691|Gm3667
ENSMUSG00000079410|Gm2897|7764dd6,ENSMUSG00000079364|Gm3558;ENSMUSG00000092167|Gm3696;ENSMUSG00000079396|Gm3411;ENSMUSG00000094634|Gm3468;ENSMUSG00000096629|Gm3383;ENSMUSG00000094370|Gm3373;ENSMUSG00000094825|Gm3194;ENSMUSG00000096003|Gm3500;ENSMUSG00000079388|2610042L04Rik;ENSMUSG00000079391|Gm2974;ENSMUSG00000096775|Gm5796;ENSMUSG00000091617|Gm3752;ENSMUSG00000096685|Gm3642;ENSMUSG00000094460|Gm21560;ENSMUSG00000096470|Gm9603;ENSMUSG00000096023|Gm3542;ENSMUSG00000095681|Gm8281;ENSMUSG00000091563|Gm8108;ENSMUSG00000095195|Gm3005;ENSMUSG00000096574|Gm2956;ENSMUSG00000071613|Gm10340;ENSMUSG00000093979|Gm2237;ENSMUSG00000091400|Gm6356;ENSMUSG00000090691|Gm3667;ENSMUSG00000091754|Gm3636;ENSMUSG00000096904|Gm3591;ENSMUSG00000091882|Gm6337;ENSMUSG00000091275|Gm3248;ENSMUSG00000095295|Gm3488;ENSMUSG00000094628|Gm3252;ENSMUSG00000090872|Gm3239;ENSMUSG00000091418|Gm3164;ENSMUSG00000091114|Gm3138;ENSMUSG00000091022|Gm3115;ENSMUSG00000091756|Gm3095;ENSMUSG00000096793|Gm3002;ENSMUSG00000079402|Gm3020;ENSMUSG00000096488|Gm10409;ENSMUSG00000090487|Gm2888;ENSMUSG00000093985|Gm10406;ENSMUSG00000093898|Gm3629;ENSMUSG00000094929|Gm3526;ENSMUSG00000090404|Gm8362;ENSMUSG00000095360|Gm3594;ENSMUSG00000079371|Gm3476;ENSMUSG00000090643|Gm3453;ENSMUSG00000090512|Gm3424;ENSMUSG00000094578|Gm3187;ENSMUSG00000095797|Gm8246;ENSMUSG00000079378|Gm8279;ENSMUSG00000091494|Gm3269;ENSMUSG00000091700|Gm7876;ENSMUSG00000091148|Gm3182;ENSMUSG00000090764|Gm3127;ENSMUSG00000079409|Gm5795
ENSMUSG00000079423|Gm3286|f12ea83,ENSMUSG00000072813|E330014E10Rik;ENSMUSG00000070677|D5Ertd577e
ENSMUSG00000079424|Gm3259|117f984,ENSMUSG00000096742|Gm6367;ENSMUSG00000092073|Gm6205;ENSMUSG00000070686|C87414;ENSMUSG00000094887|AC163611.2;ENSMUSG00000094791|AC126035.1;ENSMUSG00000094836|AC123873.3;ENSMUSG00000107213|Gm3302;ENSMUSG00000073497|AA792892;ENSMUSG00000106916|Gm3089;ENSMUSG00000095505|AC164084.1;ENSMUSG00000107159|Gm7919
ENSMUSG00000079495|Nat8f6|33fc9cf,ENSMUSG00000051262|Nat8f3;ENSMUSG00000089694|Nat8f7
ENSMUSG00000079522|Gm14744|42b1983,ENSMUSG00000082635|Gm14750;ENSMUSG00000044121|5430402E10Rik
ENSMUSG00000079523|Tmsb10|2be5637,ENSMUSG00000094392|Gm3788;ENSMUSG00000118164|Gm20570;ENSMUSG00000116284|Gm3787;ENSMUSG00000103628|Gm37361;ENSMUSG00000094281|Gm8034;ENSMUSG00000084124|Gm13588;ENSMUSG00000107735|Gm44173
ENSMUSG00000079531|Gm5936|6932e01,ENSMUSG00000082170|Gm8617
ENSMUSG00000079536|Gm6880|869a83a,ENSMUSG00000083981|Gm15363
ENSMUSG00000079566|Spin2d|cb7f743,ENSMUSG00000087007|Gm2231;ENSMUSG00000085706|Gm9428;ENSMUSG00000094693|Gm4726;ENSMUSG00000080299|Gm14350;ENSMUSG00000083144|Gm14334;ENSMUSG00000085877|Spin2-ps4;ENSMUSG00000086081|Spin2-ps3;ENSMUSG00000095659|Spin2g;ENSMUSG00000079649|Gm2892;ENSMUSG00000114725|Gm2854;ENSMUSG00000094115|Spin2-ps6;ENSMUSG00000094601|Gm5926;ENSMUSG00000095770|Gm21637;ENSMUSG00000078210|Gm5924;ENSMUSG00000078212|Gm3757;ENSMUSG00000080073|Gm9427;ENSMUSG00000084955|Gm14349;ENSMUSG00000080300|Spin2-ps1;ENSMUSG00000080876|Gm14332;ENSMUSG00000087224|Gm2182;ENSMUSG00000095754|Spin2f;ENSMUSG00000094794|Gm6019;ENSMUSG00000080072|Spin2-ps2;ENSMUSG00000114897|Gm5923;ENSMUSG00000096645|Spin2e
ENSMUSG00000079592|C1qtnf5|274f99c,ENSMUSG00000034739|Mfrp
ENSMUSG00000079594|Cstdc6|1ae177e,ENSMUSG00000054905|Stfa3;ENSMUSG00000116905|Gm49652;ENSMUSG00000022902|Stfa2;ENSMUSG00000079595|Gm7260;ENSMUSG00000094733|Csta3;ENSMUSG00000059657|Stfa2l1;ENSMUSG00000079597|Cstdc4
ENSMUSG00000079597|Cstdc4|0167b56,ENSMUSG00000095620|Csta2;ENSMUSG00000079595|Gm7260
ENSMUSG00000079628|Rhox4g|a39c907,ENSMUSG00000079630|Rhox4f;ENSMUSG00000079635|Rhox4c;ENSMUSG00000094945|Rhox4a2;ENSMUSG00000079639|Rhox4a;ENSMUSG00000071770|Rhox4e;ENSMUSG00000079633|Rhox4d;ENSMUSG00000071771|Rhox4b
ENSMUSG00000079629|Rhox2g|e566ecc,ENSMUSG00000079627|Rhox2h;ENSMUSG00000095698|Rhox2d;ENSMUSG00000095741|Rhox2f;ENSMUSG00000096788|Rhox2e;ENSMUSG00000079637|Rhox2c;ENSMUSG00000079638|Rhox2b;ENSMUSG00000051827|Rhox2a
ENSMUSG00000079637|Rhox2c|037585b,ENSMUSG00000079629|Rhox2g;ENSMUSG00000096788|Rhox2e;ENSMUSG00000079638|Rhox2b;ENSMUSG00000051827|Rhox2a;ENSMUSG00000095698|Rhox2d;ENSMUSG00000095741|Rhox2f
ENSMUSG00000079658|Eloc|3e53491,ENSMUSG00000086473|Gm16265;ENSMUSG00000113247|Gm30155;ENSMUSG00000111064|Gm30285;ENSMUSG00000111119|Gm34005;ENSMUSG00000099389|Gm29603;ENSMUSG00000100602|Gm19498;ENSMUSG00000101865|Gm9775
ENSMUSG00000079699|Gm6592|a59cff1,ENSMUSG00000079703|Ssxb8;ENSMUSG00000079701|Ssxb3;ENSMUSG00000079704|Gm14459;ENSMUSG00000079705|Ssxb1;ENSMUSG00000068218|Ssxb9;ENSMUSG00000068219|Ssxb10;ENSMUSG00000071816|Ssxb5;ENSMUSG00000023165|Ssxb2;ENSMUSG00000079697|Gm5751;ENSMUSG00000035371|Ssx9;ENSMUSG00000079702|Ssxb6
ENSMUSG00000080717|B230307C23Rik|ba590eb,ENSMUSG00000096299|Gm21814;ENSMUSG00000079008|Gm14124;ENSMUSG00000079009|Gm14139;ENSMUSG00000095315|Gm10130
ENSMUSG00000080933|Rhox3g|cf2f6b5,ENSMUSG00000095510|Rhox3f;ENSMUSG00000079636|Rhox3c;ENSMUSG00000071769|Rhox3h
