probe_id,off_target_genes
ENSG00000135776|ABCB10|01b8e78,ENSG00000260053|ABCB10P4;ENSG00000261524|ABCB10P3;ENSG00000274099|ABCB10P1
ENSG00000135801|TAF5L|add9e12,ENSG00000267369|AC015911.7
ENSG00000136021|SCYL2|70f4d8d,ENSG00000213090|AC007256.1
ENSG00000136143|SUCLA2|d355429,ENSG00000224936|SUCLA2P1
ENSG00000136206|SPDYE1|298e352,ENSG00000205238|SPDYE2;ENSG00000205482|SPDYE18;ENSG00000185040|SPDYE16;ENSG00000179994|SPDYE7P;ENSG00000230358|SPDYE21P;ENSG00000173678|SPDYE2B;ENSG00000260097|SPDYE6;ENSG00000170092|SPDYE5
ENSG00000136231|IGF2BP3|f5b2e27,ENSG00000213067|AC092447.1;ENSG00000235008|AL023775.1
ENSG00000136488|CSH1|7ff4031,ENSG00000204414|CSHL1;ENSG00000259384|GH1;ENSG00000136487|GH2;ENSG00000213218|CSH2
ENSG00000136682|CBWD2|48af8e8,ENSG00000196873|CBWD3;ENSG00000147996|CBWD5;ENSG00000215126|CBWD6;ENSG00000172785|CBWD1
ENSG00000136698|CFC1|e01c8e7,ENSG00000152093|CFC1B
ENSG00000137038|DMAC1|04aef34,ENSG00000270814|TMEM261P1
ENSG00000137269|LRRC1|d0f4f35,ENSG00000180900|SCRIB
ENSG00000137285|TUBB2B|21c6f2a,ENSG00000137267|TUBB2A
ENSG00000137492|THAP12|f955864,ENSG00000227972|THAP12P3;ENSG00000243915|THAP12P2;ENSG00000230665|THAP12P1;ENSG00000257813|AC090525.2;ENSG00000231762|AL590426.1
ENSG00000137500|CCDC90B|b982a47,ENSG00000251017|AC093677.1
ENSG00000137752|CASP1|f6d4663,ENSG00000204397|CARD16
ENSG00000137760|ALKBH8|340e3e4,ENSG00000226552|BX284613.1
ENSG00000137878|GCOM1|429fcea,ENSG00000263155|MYZAP
ENSG00000138035|PNPT1|9530511,ENSG00000229241|PNPT1P1
ENSG00000138071|ACTR2|15c48f6,ENSG00000213985|AC078899.1
ENSG00000138109|CYP2C9|3cf72d3,ENSG00000108242|CYP2C18;ENSG00000165841|CYP2C19
ENSG00000138166|DUSP5|3db8a41,ENSG00000183929|DUSP5P1
ENSG00000138382|METTL5|dab7608,ENSG00000258587|AC006530.1
ENSG00000138413|IDH1|919add8,ENSG00000234115|AL138878.2
ENSG00000138430|OLA1|959d374,ENSG00000213790|OLA1P1
ENSG00000138592|USP8|b2ed15e,ENSG00000214892|USP8P1
ENSG00000139133|ALG10|e6b63f4,ENSG00000175548|ALG10B
ENSG00000139197|PEX5|5423089,ENSG00000215795|AL390728.2
ENSG00000139675|HNRNPA1L2|9fb868c,ENSG00000224578|HNRNPA1P48;ENSG00000135486|HNRNPA1
ENSG00000139985|ADAM21|ffd8832,ENSG00000235812|ADAM21P1
ENSG00000140090|SLC24A4|da575df,ENSG00000185052|SLC24A3
ENSG00000140263|SORD|625c826,ENSG00000259479|SORD2P
ENSG00000140319|SRP14|5f8e521,ENSG00000234106|SRP14P2
ENSG00000140478|GOLGA6D|2b008cd,ENSG00000167195|GOLGA6C;ENSG00000159289|GOLGA6A;ENSG00000215186|GOLGA6B;ENSG00000260776|AC104758.3;ENSG00000215252|GOLGA8B;ENSG00000175265|GOLGA8A;ENSG00000187812|AC019294.1;ENSG00000269332|GOLGA2P9
ENSG00000140511|HAPLN3|bb5ad97,ENSG00000233928|AL591501.1
ENSG00000140718|FTO|284316c,ENSG00000226491|FTOP1
ENSG00000140839|CLEC18B|db146ab,ENSG00000157335|CLEC18C;ENSG00000157322|CLEC18A
ENSG00000140941|MAP1LC3B|f30f8c5,ENSG00000258102|MAP1LC3B2
ENSG00000141258|SGSM2|acba3d6,ENSG00000167037|SGSM1
ENSG00000141437|SLC25A52|ad7f348,ENSG00000122696|SLC25A51;ENSG00000263716|SLC25A51P2;ENSG00000220483|SLC25A51P1;ENSG00000189332|SLC25A51P4
ENSG00000141985|SH3GL1|6c5dfe3,ENSG00000255870|AP003170.2;ENSG00000256167|ATF4P4
ENSG00000142065|ZFP14|792e4f3,ENSG00000180479|ZNF571
ENSG00000142178|SIK1|968b428,ENSG00000275993|SIK1B
ENSG00000142544|CTU1|527150a,ENSG00000269388|AC018755.3
ENSG00000142549|IGLON5|4f1be72,ENSG00000213642|AC016769.1
ENSG00000142615|CELA2A|71341c4,ENSG00000215704|CELA2B
ENSG00000142794|NBPF3|a1ba79d,ENSG00000240667|NBPF18P;ENSG00000229021|AL450992.1;ENSG00000271383|NBPF19;ENSG00000269713|NBPF9;ENSG00000270629|NBPF14;ENSG00000263956|NBPF11;ENSG00000268043|NBPF12;ENSG00000271425|NBPF10;ENSG00000162825|NBPF20;ENSG00000266338|NBPF15;ENSG00000273136|NBPF26;ENSG00000270231|NBPF8;ENSG00000215864|NBPF7;ENSG00000219481|NBPF1;ENSG00000271254|AC240274.1
ENSG00000143185|XCL2|0ca83c4,ENSG00000143184|XCL1
ENSG00000143207|COP1|c818c2d,ENSG00000266613|COP1P1
ENSG00000143252|SDHC|b292df1,ENSG00000108958|AC130689.1;ENSG00000255035|SDHCP4;ENSG00000214549|SDHCP2
ENSG00000143420|ENSA|05325ff,ENSG00000259032|ENSAP2;ENSG00000224274|ENSAP1;ENSG00000177261|ENSAP3
ENSG00000143549|TPM3|d47ed25,ENSG00000234337|AC026462.1;ENSG00000261635|AC103988.1;ENSG00000183022|TPM3P8;ENSG00000268034|AC243960.2;ENSG00000214869|TPM3P4;ENSG00000198467|TPM2;ENSG00000140416|TPM1
ENSG00000143632|ACTA1|5f3890e,ENSG00000159251|ACTC1;ENSG00000163017|ACTG2
ENSG00000143768|LEFTY2|57b8668,ENSG00000248322|AL117348.1
ENSG00000143799|PARP1|01ee112,ENSG00000227105|PARP1P1
ENSG00000143847|PPFIA4|03674ac,ENSG00000177380|PPFIA3;ENSG00000131626|PPFIA1;ENSG00000189337|KAZN
ENSG00000143933|CALM2|583fa76,ENSG00000215482|CALM2P3
ENSG00000143954|REG3G|a72fa46,ENSG00000172016|REG3A
ENSG00000144010|TRIM43B|dea0608,ENSG00000144015|TRIM43;ENSG00000144188|TRIM43CP
ENSG00000144015|TRIM43|37d19d9,ENSG00000144010|TRIM43B;ENSG00000144188|TRIM43CP
ENSG00000144040|SFXN5|92c1111,ENSG00000271667|AC104408.1
ENSG00000144134|RABL2A|7aa9794,ENSG00000079974|RABL2B
ENSG00000144231|POLR2D|a6f20a9,ENSG00000232090|AC016724.1
ENSG00000144659|SLC25A38|7951c62,ENSG00000229785|SLC25A38P1
ENSG00000145002|FAM86B2|28f8a5d,ENSG00000186523|FAM86B1;ENSG00000244026|FAM86DP;ENSG00000118894|EEF2KMT;ENSG00000253540|FAM86HP;ENSG00000160172|FAM86C2P;ENSG00000166492|FAM86GP;ENSG00000186234|FAM86MP;ENSG00000158483|FAM86C1;ENSG00000163612|FAM86KP;ENSG00000164845|FAM86FP
ENSG00000145029|NICN1|57c0bad,ENSG00000237623|AL591503.3
ENSG00000145287|PLAC8|d59772d,ENSG00000256804|AC138466.2
ENSG00000145736|GTF2H2|4a338e0,ENSG00000226259|GTF2H2B;ENSG00000183474|GTF2H2C
ENSG00000145907|G3BP1|4fc0c17,ENSG00000235651|AC064850.1
ENSG00000146066|HIGD2A|3f8f13a,ENSG00000175202|HIGD2B
ENSG00000146457|WTAP|d30ce19,ENSG00000232702|AL158050.1
ENSG00000146574|CCZ1B|ce57428,ENSG00000122674|CCZ1
ENSG00000146707|POMZP3|faf15ef,ENSG00000188372|ZP3
ENSG00000146731|CCT6A|2b10df4,ENSG00000250526|CCT6P2
ENSG00000146872|TLK2|20481ad,ENSG00000226049|TLK2P1
ENSG00000146910|CNPY1|d612e45,ENSG00000283128|AC009403.2
ENSG00000147059|SPIN2A|e9db441,ENSG00000186787|SPIN2B
ENSG00000147164|SNX12|2af49f6,ENSG00000112335|SNX3
ENSG00000147274|RBMX|fe145b4,ENSG00000247950|SEC24B-AS1
ENSG00000147419|CCDC25|506c1f0,ENSG00000225333|AL035404.1;ENSG00000263311|AC009127.2
ENSG00000147853|AK3|0dce1f5,ENSG00000250115|AK3P2;ENSG00000228816|AK3P5
ENSG00000147873|IFNA5|c91ba6e,ENSG00000228083|IFNA14;ENSG00000224416|IFNA22P;ENSG00000186803|IFNA10;ENSG00000214042|IFNA7;ENSG00000236637|IFNA4;ENSG00000137080|IFNA21
ENSG00000147889|CDKN2A|52d0552,ENSG00000147883|CDKN2B
ENSG00000147996|CBWD5|698d4c3,ENSG00000196873|CBWD3;ENSG00000215126|CBWD6;ENSG00000172785|CBWD1;ENSG00000136682|CBWD2
ENSG00000148908|RGS10|3e835c5,ENSG00000253273|AC022826.1
ENSG00000149196|HIKESHI|365dc8e,ENSG00000267544|AC007229.1
ENSG00000149257|SERPINH1|af9ceb0,ENSG00000229207|SERPINH1P1
ENSG00000149541|B3GAT3|c1ed7aa,ENSG00000244009|B3GAT3P1
ENSG00000149806|FAU|173fff9,ENSG00000235297|FAUP1;ENSG00000241011|AC108073.2
ENSG00000149823|VPS51|91012fb,ENSG00000255016|AC107918.2;ENSG00000232097|AC079781.3;ENSG00000239383|AC108724.1;ENSG00000239432|AF186996.1;ENSG00000255415|AP000867.3;ENSG00000253881|AC105233.2;ENSG00000254889|AC084121.2;ENSG00000254796|AC134684.1;ENSG00000255025|AF228730.3;ENSG00000254581|AC068587.1;ENSG00000255273|AF238378.1;ENSG00000249347|AC073648.2
ENSG00000149925|ALDOA|fc5e65d,ENSG00000285043|AC093512.2;ENSG00000109107|ALDOC
ENSG00000150244|TRIM48|0667e85,ENSG00000233802|TRIM49D2;ENSG00000223417|TRIM49D1
ENSG00000151033|LYZL2|f69f5de,ENSG00000120563|LYZL1
ENSG00000151079|KCNA6|6381bf5,ENSG00000130035|GALNT8
ENSG00000151151|IPMK|b07615d,ENSG00000267056|AC005336.1
ENSG00000151327|FAM177A1|9c17a39,ENSG00000277287|AL109976.1;ENSG00000196141|SPATS2L;ENSG00000160352|ZNF714;ENSG00000175711|B3GNTL1;ENSG00000285331|AC090517.5;ENSG00000286004|AC124944.3;ENSG00000163728|TTC14;ENSG00000279738|AL022311.1;ENSG00000100129|EIF3L;ENSG00000101417|PXMP4;ENSG00000115641|FHL2;ENSG00000265491|RNF115;ENSG00000141551|CSNK1D
ENSG00000151967|SCHIP1|b455fac,ENSG00000283154|IQCJ-SCHIP1
ENSG00000152076|CCDC74B|1fcc051,ENSG00000163040|CCDC74A
ENSG00000152076|CCDC74B|79e4d6d,ENSG00000163040|CCDC74A
ENSG00000152082|MZT2B|ab91834,ENSG00000173272|MZT2A;ENSG00000284665|AC002472.4;ENSG00000278337|AL139327.4
ENSG00000152192|POU4F1|03aab4b,ENSG00000091010|POU4F3
ENSG00000152240|HAUS1|a9182bb,ENSG00000251453|HAUS1P1
ENSG00000152439|ZNF773|ce7a0bb,ENSG00000105136|ZNF419
ENSG00000152969|JAKMIP1|65258ad,ENSG00000181215|C4orf50
ENSG00000153130|SCOC|641f6dd,ENSG00000236713|AL356292.1
ENSG00000153162|BMP6|078c171,ENSG00000116985|BMP8B;ENSG00000183682|BMP8A
ENSG00000153165|RGPD3|8737e89,ENSG00000196862|RGPD4;ENSG00000169629|RGPD8;ENSG00000183054|RGPD6;ENSG00000015568|RGPD5;ENSG00000185304|RGPD2;ENSG00000187627|RGPD1
ENSG00000153684|GOLGA8F|aa7cff3,ENSG00000183629|GOLGA8G;ENSG00000175676|GOLGA8EP;ENSG00000181984|GOLGA8CP;ENSG00000260776|AC104758.3;ENSG00000140478|GOLGA6D;ENSG00000159289|GOLGA6A;ENSG00000230373|GOLGA6L5P;ENSG00000184206|GOLGA6L4;ENSG00000197978|GOLGA6L9;ENSG00000278662|GOLGA6L10
ENSG00000154016|GRAP|be32473,ENSG00000228081|AC092810.2
ENSG00000154040|CABYR|61c4555,ENSG00000242983|CABYRP1
ENSG00000154529|CNTNAP3B|40ef62f,ENSG00000276386|CNTNAP3P2;ENSG00000283378|CNTNAP3C;ENSG00000106714|CNTNAP3;ENSG00000152910|CNTNAP4
ENSG00000154582|ELOC|422e1c9,ENSG00000265545|AP005403.1;ENSG00000259838|ELOCP2;ENSG00000256021|ELOCP31;ENSG00000255006|ELOCP22;ENSG00000267418|ELOCP29
ENSG00000154917|RAB6B|f09e65c,ENSG00000233087|RAB6D;ENSG00000222014|RAB6C;ENSG00000175582|RAB6A
ENSG00000155366|RHOC|43bfb2b,ENSG00000067560|RHOA
ENSG00000155428|TRIM74|fcf8380,ENSG00000178809|TRIM73;ENSG00000146755|TRIM50
ENSG00000155918|RAET1L|4a7844e,ENSG00000131015|ULBP2;ENSG00000111981|ULBP1
ENSG00000156096|UGT2B4|cd269b8,ENSG00000249956|UGT2B24P;ENSG00000215110|UGT2B25P;ENSG00000197888|UGT2B17;ENSG00000171234|UGT2B7
ENSG00000156239|N6AMT1|aabb9cc,ENSG00000255515|AP003499.1
ENSG00000156508|EEF1A1|c29de78,ENSG00000279865|AC006511.3
ENSG00000156968|MPV17L|3369d97,ENSG00000196502|SULT1A1
ENSG00000157014|TATDN2|6305bed,ENSG00000218226|TATDN2P2
ENSG00000157322|CLEC18A|2f70cda,ENSG00000140839|CLEC18B;ENSG00000157335|CLEC18C
ENSG00000157326|DHRS4|2fe6589,ENSG00000187630|DHRS4L2;ENSG00000225766|DHRS4L1
ENSG00000157335|CLEC18C|5ae3995,ENSG00000140839|CLEC18B;ENSG00000157322|CLEC18A
ENSG00000157388|CACNA1D|0b6ee05,ENSG00000151067|CACNA1C
ENSG00000158156|XKR8|6bf6cbd,ENSG00000196204|RNF216P1
ENSG00000158623|COPG2|c62e763,ENSG00000181789|COPG1
ENSG00000159176|CSRP1|b6ff6e6,ENSG00000175183|CSRP2;ENSG00000249098|AC055733.1
ENSG00000159199|ATP5MC1|1ed1662,ENSG00000227590|ATP5MC1P5;ENSG00000232734|ATP5MC1P7;ENSG00000283016|AL139353.3;ENSG00000258111|AC079316.1;ENSG00000227440|ATP5MC1P4;ENSG00000214318|ATP5MC1P6;ENSG00000224948|ATP5MC1P8;ENSG00000135390|ATP5MC2;ENSG00000249253|AC093004.1;ENSG00000230482|ATP5MC2P3;ENSG00000225712|ATP5MC2P1
ENSG00000159289|GOLGA6A|70a888e,ENSG00000140478|GOLGA6D;ENSG00000167195|GOLGA6C;ENSG00000215186|GOLGA6B;ENSG00000261303|AC022748.2;ENSG00000260776|AC104758.3;ENSG00000187812|AC019294.1
ENSG00000159314|ARHGAP27|6d438c1,ENSG00000214176|PLEKHM1P1
ENSG00000160072|ATAD3B|be33821,ENSG00000284740|AL645728.2;ENSG00000215915|ATAD3C
ENSG00000160131|VMA21|87cb0fb,ENSG00000229497|AC005189.1
ENSG00000160200|CBS|8f5e0d4,ENSG00000274276|CBSL
ENSG00000160201|U2AF1|9526029,ENSG00000275895|U2AF1L5
ENSG00000160202|CRYAA|66b7201,ENSG00000276076|CRYAA2
ENSG00000160221|GATD3A|138b530,ENSG00000280071|GATD3B
ENSG00000160223|ICOSLG|a79469e,ENSG00000277117|FP565260.3
ENSG00000160229|ZNF66|ef40f29,ENSG00000269274|AC078899.4
ENSG00000160973|FOXH1|92cc9b5,ENSG00000218732|AL035633.1
ENSG00000161057|PSMC2|e429786,ENSG00000240854|AC117409.1
ENSG00000161082|CELF5|6d5b6da,ENSG00000140488|CELF6;ENSG00000159409|CELF3
ENSG00000161509|GRIN2C|e00beeb,ENSG00000273079|GRIN2B
ENSG00000161800|RACGAP1|291c6e6,ENSG00000248249|AC110794.1
ENSG00000162367|TAL1|079c57c,ENSG00000104903|LYL1
ENSG00000162385|MAGOH|2c89a68,ENSG00000264176|MAGOH2P;ENSG00000111196|MAGOHB
ENSG00000162490|DRAXIN|7a8c5a0,ENSG00000225574|DRAXINP1;ENSG00000106266|SNX8
ENSG00000162517|PEF1|f70b398,ENSG00000236779|AL512306.1
ENSG00000162521|RBBP4|6c50111,ENSG00000249485|RBBP4P1
ENSG00000162775|RBM15|dee74a6,ENSG00000250080|AC011416.1
ENSG00000162959|MEMO1|4240958,ENSG00000162961|DPY30
ENSG00000162980|ARL5A|6b683c2,ENSG00000232332|AC233982.1;ENSG00000236818|ARL5AP2;ENSG00000224806|ARL5AP4
ENSG00000163040|CCDC74A|4ec5010,ENSG00000152076|CCDC74B
ENSG00000163132|MSX1|1d8b489,ENSG00000120149|MSX2
ENSG00000163157|TMOD4|6994972,ENSG00000163159|VPS72
ENSG00000163171|CDC42EP3|eea6d1c,ENSG00000268992|CDC42EP3P1
ENSG00000163501|IHH|2d03f06,ENSG00000139549|DHH
ENSG00000163737|PF4|71ee6e2,ENSG00000109272|PF4V1
ENSG00000163864|NMNAT3|2325b35,ENSG00000214280|AC046134.1;ENSG00000104047|DTWD1
ENSG00000164032|H2AFZ|fa8e3f8,ENSG00000213440|H2AFZP1;ENSG00000253173|H2AFZP2;ENSG00000234612|H2AFZP5
ENSG00000164039|BDH2|1820391,ENSG00000232699|BDH2P1
ENSG00000164100|NDST3|61bc440,ENSG00000138653|NDST4
ENSG00000164104|HMGB2|62af8de,ENSG00000267736|HMGB2P1
ENSG00000164162|ANAPC10|fbb0191,ENSG00000213735|ANAPC10P1
ENSG00000164180|TMEM161B|9092754,ENSG00000237970|TMEM161BP1
ENSG00000164638|SLC29A4|74c68e6,ENSG00000225244|AC069152.1;ENSG00000226401|AC006015.1
ENSG00000164885|CDK5|9297994,ENSG00000235165|CDK5P1
ENSG00000164904|ALDH7A1|8460323,ENSG00000251400|ALDH7A1P1
ENSG00000164924|YWHAZ|1f85f74,ENSG00000229932|YWHAZP3;ENSG00000213236|YWHAZP2;ENSG00000217624|AL627402.1;ENSG00000215199|YWHAZP6;ENSG00000213260|YWHAZP5;ENSG00000213131|YWHAZP4
ENSG00000165055|METTL2B|becc36b,ENSG00000087995|METTL2A
ENSG00000165060|FXN|24d67a1,ENSG00000285130|AL358113.1
ENSG00000165115|KIF27|6c012ac,ENSG00000165121|AL353743.1
ENSG00000165246|NLGN4Y|610920d,ENSG00000146938|NLGN4X
ENSG00000165527|ARF6|276be1c,ENSG00000224448|AC005020.1
ENSG00000165606|DRGX|7adaf25,ENSG00000165588|OTX2
ENSG00000165629|ATP5F1C|e535978,ENSG00000224004|ATP5F1CP1
ENSG00000165688|PMPCA|b39e339,ENSG00000248817|PMPCAP1
ENSG00000165841|CYP2C19|525bfff,ENSG00000138109|CYP2C9
ENSG00000165868|HSPA12A|92aae9a,ENSG00000132622|HSPA12B
ENSG00000165966|PDZRN4|413d42e,ENSG00000121440|PDZRN3
ENSG00000166136|NDUFB8|78f1fc0,ENSG00000270264|NDUFB8P2
ENSG00000166164|BRD7|a105376,ENSG00000218676|BRD7P4;ENSG00000184100|BRD7P2
ENSG00000166197|NOLC1|1cc755e,ENSG00000254076|AC110053.1
ENSG00000166260|COX11|b46dd32,ENSG00000231162|COX11P1
ENSG00000166351|POTED|8710891,ENSG00000183206|POTEC;ENSG00000277630|BX072566.1;ENSG00000204434|POTEKP;ENSG00000222038|POTEJ;ENSG00000196834|POTEI;ENSG00000188219|POTEE;ENSG00000196604|POTEF;ENSG00000188877|POTEA
ENSG00000166532|RIMKLB|83fa1ce,ENSG00000189089|RIMKLBP1
ENSG00000166734|CASC4|b3a0d14,ENSG00000238132|CASC4P1
ENSG00000166762|CATSPER2|91bb3f8,ENSG00000205771|CATSPER2P1
ENSG00000166793|YPEL4|d526c11,ENSG00000100027|YPEL1
ENSG00000166847|DCTN5|887f15f,ENSG00000227722|AL022100.1
ENSG00000167065|DUSP18|b8a1f94,ENSG00000189037|DUSP21
ENSG00000167105|TMEM92|2bb146d,ENSG00000258671|AL132639.1
ENSG00000167110|GOLGA2|a5a5eb2,ENSG00000269332|GOLGA2P9;ENSG00000205333|GOLGA2P1;ENSG00000166104|AC126323.1;ENSG00000258665|AC068831.3
ENSG00000167114|SLC27A4|2b3d254,ENSG00000130304|SLC27A1
ENSG00000167131|CCDC103|9a0388c,ENSG00000214447|FAM187A
ENSG00000167195|GOLGA6C|57d1b1f,ENSG00000261303|AC022748.2;ENSG00000260776|AC104758.3;ENSG00000140478|GOLGA6D;ENSG00000159289|GOLGA6A;ENSG00000215186|GOLGA6B
ENSG00000167232|ZNF91|42ceb23,ENSG00000160321|ZNF208;ENSG00000152926|ZNF117;ENSG00000198039|ZNF273;ENSG00000196081|ZNF724;ENSG00000269067|ZNF728;ENSG00000229676|ZNF492;ENSG00000197360|ZNF98;ENSG00000173041|ZNF680;ENSG00000237835|AC007064.3;ENSG00000226991|AC140479.1;ENSG00000229730|AC013268.2;ENSG00000196172|ZNF681;ENSG00000198521|ZNF43;ENSG00000196268|ZNF493;ENSG00000105750|ZNF85;ENSG00000257159|AC084033.1;ENSG00000172687|ZNF738;ENSG00000196247|ZNF107;ENSG00000253543|AC083923.1;ENSG00000213096|ZNF254;ENSG00000268696|ZNF723;ENSG00000197020|ZNF100;ENSG00000268278|AC123912.3;ENSG00000118620|ZNF430;ENSG00000241573|AC011005.3
ENSG00000167244|IGF2|fcbd20d,ENSG00000284779|AC132217.2
ENSG00000167460|TPM4|c077f42,ENSG00000271943|AC098614.3;ENSG00000254332|AF201337.1
ENSG00000167552|TUBA1A|b278c04,ENSG00000259751|AC018868.2
ENSG00000167553|TUBA1C|b79c8d5,ENSG00000167552|TUBA1A;ENSG00000123416|TUBA1B
ENSG00000167562|ZNF701|a571d8a,ENSG00000198482|ZNF808
ENSG00000167633|KIR3DL1|6144f58,ENSG00000240403|KIR3DL2;ENSG00000125498|KIR2DL1;ENSG00000243772|KIR2DL3
ENSG00000167733|HSD11B1L|d15838b,ENSG00000130255|RPL36
ENSG00000167766|ZNF83|7b3f59f,ENSG00000180257|ZNF816
ENSG00000167771|RCOR2|5c601ec,ENSG00000257360|AC123567.1
ENSG00000167797|CDK2AP2|441c9d7,ENSG00000234356|AC009945.1
ENSG00000167815|PRDX2|cc5b6ed,ENSG00000213177|PRDX2P4;ENSG00000213724|PRDX2P2
ENSG00000167985|SDHAF2|e8aa48a,ENSG00000256591|AP003108.2
ENSG00000168264|IRF2BP2|4f364f5,ENSG00000119669|IRF2BPL
ENSG00000168439|STIP1|b9620df,ENSG00000225536|STIP1P3
ENSG00000168496|FEN1|f3315e5,ENSG00000215873|FEN1P1
ENSG00000168522|FNTA|443bf37,ENSG00000254502|AP003097.1
ENSG00000168757|TSPY2|cffeae8,ENSG00000236424|TSPY10;ENSG00000270073|TSPY6P;ENSG00000238074|TSPY9P;ENSG00000258992|TSPY1;ENSG00000188656|TSPY7P;ENSG00000233803|TSPY4;ENSG00000228927|TSPY3;ENSG00000229549|TSPY8
ENSG00000168765|GSTM4|5926ac5,ENSG00000134184|GSTM1
ENSG00000168818|STX18|a501781,ENSG00000266876|AC104996.2
ENSG00000168875|SOX14|986bdac,ENSG00000182968|SOX1
ENSG00000168884|TNIP2|8e1dbb9,ENSG00000237661|AC092474.2
ENSG00000168894|RNF181|f27d0d9,ENSG00000223886|AC073073.1
ENSG00000168930|TRIM49|9f9b5a9,ENSG00000204449|TRIM49C;ENSG00000182053|TRIM49B
ENSG00000168961|LGALS9|9f7e636,ENSG00000170298|LGALS9B;ENSG00000171916|LGALS9C
ENSG00000169059|VCX3A|c3d7443,ENSG00000205642|VCX3B;ENSG00000177504|VCX2;ENSG00000182583|VCX
ENSG00000169067|ACTBL2|5ab653b,ENSG00000163017|ACTG2
ENSG00000169100|SLC25A6|83218a9,ENSG00000232203|SLC25A6P2
ENSG00000169246|NPIPB3|16522a3,ENSG00000243716|NPIPB5;ENSG00000185864|NPIPB4;ENSG00000233024|NPIPA9;ENSG00000214940|NPIPA8;ENSG00000214967|NPIPA7;ENSG00000183889|AC138969.1;ENSG00000183793|NPIPA5;ENSG00000254852|NPIPA2;ENSG00000224712|NPIPA3;ENSG00000198064|NPIPB13;ENSG00000169203|NPIPB12;ENSG00000254206|NPIPB11;ENSG00000183426|NPIPA1;ENSG00000234719|NPIPB2;ENSG00000188599|NPIPP1;ENSG00000196796|NPIPB10P
ENSG00000169249|ZRSR2|cb9ad86,ENSG00000212643|ZRSR2P1;ENSG00000153037|SRP19
ENSG00000169474|SPRR1A|c20615b,ENSG00000169469|SPRR1B
ENSG00000169519|METTL15|ff3f66a,ENSG00000224396|METTL15P3;ENSG00000174912|METTL15P1
ENSG00000169599|NFU1|ac527a6,ENSG00000230757|NFU1P1
ENSG00000169621|APLF|e800688,ENSG00000169618|PROKR1
ENSG00000169629|RGPD8|82ff84e,ENSG00000183054|RGPD6;ENSG00000015568|RGPD5;ENSG00000135968|GCC2;ENSG00000196862|RGPD4;ENSG00000153165|RGPD3
ENSG00000169676|DRD5|fa89660,ENSG00000175658|DRD5P2;ENSG00000184303|DRD5P1;ENSG00000264145|AC239859.3
ENSG00000169688|MT1B|05d709b,ENSG00000162840|MT2P1;ENSG00000229230|MT1P3;ENSG00000205358|MT1H;ENSG00000255986|MT1JP;ENSG00000169715|MT1E;ENSG00000244020|MT1HL1;ENSG00000125144|MT1G;ENSG00000125148|MT2A;ENSG00000187193|MT1X;ENSG00000205364|MT1M;ENSG00000198417|MT1F;ENSG00000213761|MT1P1;ENSG00000205362|MT1A;ENSG00000233929|MT1XP1;ENSG00000275691|AC026461.4;ENSG00000205361|MT1DP
ENSG00000169750|RAC3|1043178,ENSG00000126785|RHOJ
ENSG00000169789|PRY|be33682,ENSG00000169763|PRYP3;ENSG00000169807|PRY2
ENSG00000169800|RBMY1F|0ad2269,ENSG00000226941|RBMY1J;ENSG00000234414|RBMY1A1;ENSG00000242875|RBMY1B;ENSG00000169811|RBMY1HP;ENSG00000242389|RBMY1E;ENSG00000244395|RBMY1D
ENSG00000169919|GUSB|3391c12,ENSG00000275374|AC113385.3
ENSG00000169953|HSFY2|1e17367,ENSG00000172468|HSFY1
ENSG00000169981|ZNF35|d623aa8,ENSG00000250860|AC093225.1
ENSG00000170004|CHD3|14a824b,ENSG00000116254|CHD5
ENSG00000170160|CCDC144A|76d38c7,ENSG00000250111|AC107982.1;ENSG00000154874|CCDC144B
ENSG00000170180|GYPA|35ebf67,ENSG00000285783|AC098588.3
ENSG00000170298|LGALS9B|8c26e2f,ENSG00000171916|LGALS9C
ENSG00000170369|CST2|e6801aa,ENSG00000228476|CSTP1;ENSG00000170367|CST5
ENSG00000170442|KRT86|54cf63a,ENSG00000135443|KRT85;ENSG00000170523|KRT83
ENSG00000170465|KRT6C|d423031,ENSG00000205420|KRT6A
ENSG00000170540|ARL6IP1|68a57fb,ENSG00000255014|ARL6IP1P3
ENSG00000170667|RASA4B|acd6cc1,ENSG00000105808|RASA4;ENSG00000228903|RASA4CP
ENSG00000170801|HTRA3|6480230,ENSG00000169495|HTRA4
ENSG00000170848|PSG6|0a07017,ENSG00000242221|PSG2;ENSG00000231924|PSG1;ENSG00000243130|PSG11;ENSG00000183668|PSG9;ENSG00000243137|PSG4;ENSG00000221826|PSG3;ENSG00000221878|PSG7;ENSG00000124467|PSG8;ENSG00000204941|PSG5;ENSG00000248257|PSG10P
ENSG00000170956|CEACAM3|fc55e88,ENSG00000105352|CEACAM4;ENSG00000007129|CEACAM21
ENSG00000171102|OBP2B|dd9a38b,ENSG00000122136|OBP2A
ENSG00000171121|KCNMB3|ce53809,ENSG00000239435|KCNMB3P1
ENSG00000171159|C9orf16|b96ab98,ENSG00000224256|Z93930.1
ENSG00000171345|KRT19|71addad,ENSG00000218014|KRT19P1
ENSG00000171402|XAGE3|44e0a09,ENSG00000250084|BX510359.5;ENSG00000171405|XAGE5;ENSG00000169164|AL159987.1;ENSG00000227058|BX510359.2;ENSG00000215274|GAGE10;ENSG00000229594|AL159987.2;ENSG00000155622|XAGE2
